Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Brigitte Pientka,,,,1,Author
Junyoung Jang,,,,1,Author
 McGill University,,,,3,Institution
Carnegie Mellon University,,CMU,,1,Institution
 Meta,,,,1,Institution
modal,,,,137,
context,,,,89,Common-term
succ,,,,80,
NBE,normalization-by-evaluation,,,62,
Kripke,,“Kripke semantics”,,54,Name
dependent,,,,40,Common-term
stack,,,,39,
Agda,,Agda-style,,32,Common-term Programming-language
Abel,,,,30,Name
normalization by evaluation,,,,30,
normalization,,computations,,27,theory
theorem,,,,27,Common-term
universe,,dependent types,,27,theory
syntax,,,,26,Common-term
semantics,,,,24,
lemma,,,,23,Common-term
weakening,,,,22,Common-term
K ,,“K axiom”,,21,
mechanization,,,,21,
ACM,,Association for Computing Machinery,,20,
Elimination,,,,20,
syntactic,,,,20,Common-term
untyped,,,,20,
cumulativity,,,,19,theory
Semantic,,,,19,Common-term
recursion,,,,15,Common-term
applicative,,,,14,Common-term
coherence,,,,12,
Dependent types,,,,12,types
monotonicity,,Mathematical property,,12,Common-term
modality,,,,11,Common-term
Coq,“Coq”,,,10,Common-term programming-language theorem-prover
Martin-Lof,,,Martin-Lôf,10,
Power,,,,10,
congruence,,,,9,Common-term
inductive,,,,9,Common-term
MLTT,,short for Martin-Lof Type Theory/dependent type,,9,theory
recursive,,,,9,Common-term
axioms,,,,7,
Dybjer,,,,7,
extensionality,,,,7,Common-term
MetaML,,,,7,
modalities,,,,7,Common-term
type-theoretic,,,,7,Common-term
algebra,,,,6,
axiom,,,,6,
Haskell,,,,6,Common-term programming-language
Id,,,,6,
induction,,,,6,Common-term
meta-programming,,,,6,
Brady,,,,5,
calculus,,Used to describe a core simple programming language,,5,Common-term
consistency,,Gradual typing,,5,theory
formalization,,,,5,Common-term
n-ary,,,,5,
well-typed,,,,5,Common-term
derive,,,,4,
lambda-calculus,,,,4,Common-term
necessity modality,,,,4,
observational,,,,4,
recursor,,,,4,Common-term
SIGPLAN,,special interest group on programming languages,,4,
calculi,,,,3,
Chapman,,,,3,
conclusion,,,,3,
Danielsson,,,,3,
equational theory,,,,3,Common-term
extensional,,functions,,3,theory
Fitch-style,,,,3,
higher-order,,,,3,Common-term
idempotent,,,,3,Common-term
IEEE,eye triple e,Institute of Electrical and Electronics Engineers,,3,
impredicative,,,,3,Common-term
n-th ,,,,3,
pattern matching,,,,3,
Pi, pie,dependent types,,3,theory
presheaf,,,,3,Common-term
reflexivity,,,,3,Common-term
type-level,,,,3,Common-term
Why,,,,3,
algorithmic,,,,2,Common-term
canonicity,,,,2,
category,,,,2,
closure,,,,2,Common-term
compiler,,,,2,Common-term
cons,kon-ss,,,2,
contextual,,,,2,Common-term
Curry-Howard correspondence,,,,2,Common-term
defunctionalization,,,,2,
generic,,,,2,
lambda calculi,,,,2,Common-term
meta-language,,,,2,
monotonic,,,,2,Common-term
multimodal,,,,2,
normalize,,computations,,2,theory
normalizer,,computations,,2,theory
polymorphic,,,,2,Common-term
Prop,,,,2,
redexes,,,,2,Common-term
Reynolds,,,,2,Name
synthetic,,,,2,
abstraction,,,,1,Common-term
algebraic effects,,,,1,
bpientka@cs.mcgill.ca,,,,1,email
capability,,,,1,
CBN,,call-by-name,,1,Common-term evaluation
coinductive,,,,1,Common-term
constructor,,,,1,Common-term
Coq's,“Coq”,,,1,Common-term programming-language theorem-prover
decidability,,,,1,
definitionally,,,,1,theory
derivation,,,,1,
discrete,,,,1,
distribution,,,,1,
equational,,,,1,Common-term
expression,,,,1,Common-term
expressive,,,,1,Common-term
functional correspondence,,,,1,
functional programming,,,,1,
junyoung.jang@mail.mcgill.ca,,,,1,email
lambda calculus,lam-duh calculus,,,1,theory
match,,,,1,
Meta-level,,,,1,Common-term
meta-theory,,,"also ""metatheory""",1,Common-term
metaprogramming,,,,1,Common-term
metatheory,,,,1,Common-term
modular,,,,1,Common-term
modularity,,,,1,Common-term
OCaml,,,,1,Common-term programming-language
POPL,pop-ill,Conference,,1,Common-term
predicative,,,,1,Common-term
Proof-irrelevant,,,,1,Common-term
propositional,,,,1,Common-term
quantified,,,,1,Common-term
redex,,,,1,
reducibility,,,,1,
reduction,,,,1,Common-term
reduction semantics,,,,1,
reflect,,,,1,
subtyping,,,,1,Common-term
System F,,,,1,Common-term
type-check,,,,1,Common-term
type-checked,,,,1,Common-term
zhong.s.hu@mail.mcgill.ca,,,,1,email
Tyi,,,,95,unclassified
Pfenning,,,,31,unclassified
truncoid,,,,30,unclassified
Kripke-style,,,,26,unclassified
UMoTs,,,,26,unclassified
K-substitutions,,,,25,unclassified
UMoT,,,,24,unclassified
dual-context,,,,23,unclassified
K-substitution,,,,23,unclassified
Envs,,,,22,unclassified
Gratzer,,,,19,unclassified
lext,,,,16,unclassified
Pientka,,,,16,unclassified
S.T,,,,16,unclassified
elim,,,,15,unclassified
RNf,,,,15,unclassified
Nat.Nat,,,,14,unclassified
readback,,,,14,unclassified
unbox1,,,,14,unclassified
Bruijn,,,,13,unclassified
unboxn,,,,13,unclassified
Altenkirch,,,,12,unclassified
t:T,,,,12,unclassified
RNe,,,,11,unclassified
truncoids,,,,11,unclassified
weakenings,,,,11,unclassified
Kaposi,,,,10,unclassified
Comput,,,,9,unclassified
nary-sum,,,,9,unclassified
Pi(A,,,,9,unclassified
Tyj,,,,9,unclassified
Uj,,,,8,unclassified
Birkedal,,,,7,unclassified
Borghuis,,,,7,unclassified
Clouston,,,,7,unclassified
induction-recursion,,,,7,unclassified
vx,,,,7,unclassified
Jang,,,,6,unclassified
O(s,,,,6,unclassified
Agda's,,,,5,unclassified
Biernacki,,,,5,unclassified
DNe,,,,5,unclassified
DNf,,,,5,unclassified
M[(wk,,,,5,unclassified
multi-staged,,,,5,unclassified
Pujet,,,,5,unclassified
T(lext,,,,5,unclassified
Tabareau,,,,5,unclassified
box(a,,,,4,unclassified
cross-stage,,,,4,unclassified
El1+i,,,,4,unclassified
ext(lext(lext,,,,4,unclassified
Licata,,,,4,unclassified
MFPS,,,,4,unclassified
Nat.M,,,,4,unclassified
Substs,,,,4,unclassified
Trm,,,,4,unclassified
unbox(n,,,,4,unclassified
unbox0,,,,4,unclassified
Valliappan,,,,4,unclassified
