Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Naoki Kobayashi,,,,6,Author
Gilles Barthe,,,,5,Author
Alejandro Aguirre,,,,4,Author
Hiroshi Unno,,,,4,Author
Satoshi Kura,,,,4,Author
Kenji Maillard,ken-jee my-yar,,,2,Author
Ohad Kammar,,,,2,Author
Shin-ya Katsumata,,,,2,Author
Ugo Dal Lago,,,,2,Author
Chris Heunen,,,,1,Author
Hiroyuki Katsura,,,,1,Author
Jacques Carette,,,,1,Author
Jonathan Protzenko,,,,1,Author
Ranjit Jhala,,,,1,Author
 Independent,,,,1,Institution
University of Edinburgh,,,,1,Institution
probabilistic,,,,122,Common-term
Prop,,,,119,
higher-order,,,,66,Common-term
K ,,“K axiom”,,54,
dependent,,,,53,Common-term
ACM,,Association for Computing Machinery,,38,
ICFP,,Conference,,32,Common-term
CPS,C.P.S.,abbreviation for continuation-passing style ,,31,
refinement types,,,,26,
recursion,,,,19,Common-term
type checker,,,,19,Common-term
probability,,,,18,Common-term
distribution,,,,15,
well-typed,,,,13,Common-term
category,,,,12,
semantics,,,,12,
theorem,,,,12,Common-term
well-formed,,,,12,Common-term
constraint solver,,,,10,
context,,,,10,Common-term
syntactic,,,,10,Common-term
CPS-based,,,,9,
Semantic,,,,9,Common-term
POPL,pop-ill,Conference,,8,Common-term
Dijkstra,,,,7,
inductive,,,,7,Common-term
quantitative,,,,7,
recursive,,,,7,Common-term
syntax,,,,7,Common-term
abstraction,,,,6,Common-term
Boolean,,,,6,
runtime,,,,6,Common-term
SIGPLAN,,special interest group on programming languages,,6,
Ahman,,,,5,
denotational semantics,,,,5,semantics
ghost,,,,5,
induction,,,,5,Common-term
reduction,,,,5,Common-term
AST ,A.S.T.,Abstract Syntax Tree,,4,
atomic,,,,4,
categorical semantics,,,,4,
discrete,,,,4,
lambda,lam-duh,Used to refer to anonymous functions “we have a lambda function here”,theory,4,
lambda calculus,lam-duh calculus,,,4,theory
lemma,,,,4,Common-term
model checking,,Automatic theorem proving,,4,technique tool
Aguirre,,,,3,
algebraic effects,,,,3,
continuation,,,,3,
derivation,,,,3,
effectful,,,,3,
instantiation,,,,3,
monad,Mow-nad,,,3,Common-term
subtyping,,,,3,Common-term
Why,,,,3,
abstractions,,,,2,
algebra,,,,2,
continuation-passing style,,,,2,
coproduct,,,,2,
curried,,,,2,
derive,,,,2,
Dijkstra monad ,/ˈdɑɪkstɹə/ DYKE-struh,,,2,
expression,,,,2,Common-term
generic,,,,2,
Hsu,,,,2,
judgement,,dependent types,,2,theory
PLDI,,Conference,,2,Common-term
recurrence,,,,2,
uncurried,,,,2,
Anglican,,,,1,
axioms,,,,1,
Bayesian programming,,,,1,
clause,,,,1,
closure,,,,1,Common-term
conjunction,,,,1,
decidability,,,,1,
divergence,,,,1,Common-term
domain theory,,,,1,Common-term
expressive,,,,1,Common-term
fixpoint,,,,1,Common-term
functional programming,,,,1,
Gen,,,,1,
Hindley-Milner type inference,,,,1,
IEEE,eye triple e,Institute of Electrical and Electronics Engineers,,1,
injection,,,,1,
integer,,,,1,Common-term
Isabelle/HOL,,,,1,
Liang,,,,1,Name
linear,,,,1,Common-term
Maillard,,,,1,
monotone,,,,1,Common-term
monotonicity,,Mathematical property,,1,Common-term
morphism,,,,1,Common-term
nondeterminism,,,,1,
permissions@acm.org,,,,1,email
Plotkin,,Name,,1,name
recursion schemes,,,,1,
relational,,,,1,
Swamy,,,,1,
type-check,,,,1,Common-term
van de Meent,,,,1,
HFL,,,,86,unclassified
JK,,,,61,unclassified
JPropK,,,,27,unclassified
CHC,,,,24,unclassified
Avanzini,,,,22,unclassified
pre-expectations,,,,20,unclassified
rec3,,,,19,unclassified
non-probabilistic,,,,14,unclassified
Olmedo,,,,13,unclassified
QBS,,,,12,unclassified
R-Fix,,,,11,unclassified
cpos,,,,9,unclassified
McIver,,,,9,unclassified
unif,,,,9,unclassified
Kaminski,,,,8,unclassified
Scott-continuous,,,,8,unclassified
type-checking,,,,8,unclassified
coin2,,,,7,unclassified
R-BasicOp,,,,7,unclassified
Unno,,,,7,unclassified
arity,,,,6,unclassified
EHOL,,,,6,unclassified
Fix-Unsound,,,,6,unclassified
Joost-Pieter,,,,6,unclassified
Katoen,,,,6,unclassified
lfp,,,,6,unclassified
R-Unif,,,,6,unclassified
supermartingales,,,,6,unclassified
ar(op,,,,5,unclassified
CHC[adm,,,,5,unclassified
coin_flip,,,,5,unclassified
J-K,,,,5,unclassified
ACM/IEEE,,,,4,unclassified
ar(ap,,,,4,unclassified
car(op,,,,4,unclassified
false,,,,4,unclassified
Feng,,,,4,unclassified
HigherOrder,,,,4,unclassified
Integunif,,,,4,unclassified
Jcwp,,,,4,unclassified
Jfix,,,,4,unclassified
lics16_fact,,,,4,unclassified
non-negative,,,,4,unclassified
post-expectation,,,,4,unclassified
quasi-Borel,,,,4,unclassified
R-BasicBool,,,,4,unclassified
random_walk,,,,4,unclassified
Tsukada,,,,4,unclassified
Vakar,,,,4,unclassified
Anonymised,,,,3,unclassified
CPS-transformed,,,,3,unclassified
Deepak,,,,3,unclassified
Gaboardi,,,,3,unclassified
https,,,,3,unclassified
lics16_coins,,,,3,unclassified
lics16_rec3,,,,3,unclassified
Matheja,,,,3,unclassified
observe(false,,,,3,unclassified
observe(true,,,,3,unclassified
Runtimes,,,,3,unclassified
Staton,,,,3,unclassified
Tetsuya,,,,3,unclassified
WPTs,,,,3,unclassified
Adm-And,,,,2,unclassified
Adm-Imp,,,,2,unclassified
Adm-Leq,,,,2,unclassified
AUTHOR(S,,,,2,unclassified
Bjorner,,,,2,unclassified
CEGIS,,,,2,unclassified
Chakarov,,,,2,unclassified
coarity,,,,2,unclassified
component-wise,,,,2,unclassified
Ctlin,,,,2,unclassified
Danel,,,,2,unclassified
Fibrations,,,,2,unclassified
gfp,,,,2,unclassified
